Nama Jalan,Latitude,Longtitude,Lajur,Waktu,Hari,Tanggal,MOTOR,MOBIL,BUS/TRUK,JUMLAH,HEADWAY(s),GAP(s),85 P SPEED (Km/Jam),AVG. SPEED (Km/Jam),OCCUPANCY (%),LEBAR JALAN (m),PANJANG ANTRIAN (m)
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SENIN,25-04-2022 07:00,2404,2121,286,4811,0.00,1.16,44.50,17.62,72.26,21,620
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,KAMIS,28-04-2022 07:00,688,278,131,1097,0.25,6.70,43.50,19.62,72.25,12.5,620
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,JUMAT,08-04-2022 7:00,651,472,147,1270,0.01,4.56,35.75,17.75,72.12,7.2,620
SP. PASIR KOJA,-6.930399,107.57604,Lurus kanan,SORE,SABTU,23-04-2022 16:00,571,505,129,1205,0.03,9.18,42.50,16.81,72.12,22,620
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SABTU,02-04-2022 16:00,1106,317,122,1545,0.03,3.45,38.25,21.19,72.04,12.5,620
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kiri,SORE,JUMAT,22-04-2022 16:00,267,320,174,761,0.96,5.41,47.00,25.06,72.03,14,620
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,KAMIS,28-04-2022 07:00,227,145,40,412,0.03,25.52,49.50,19.62,72.03,21,620
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,JUMAT,08-04-2022 7:00,760,246,173,1179,0.40,4.82,46.75,17.69,72.02,12.5,620
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,2077,2209,168,4454,0.00,1.08,81.50,18.88,72.02,21,620
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,427,474,139,1040,0.01,3.85,31.00,22.37,71.98,21,610
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SENIN,18-04-2022 07:00,820,212,146,1178,0.10,3.19,42.25,19.69,71.97,12.5,610
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,337,313,276,926,0.03,4.39,44.25,28.00,71.93,12.5,610
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,KAMIS,14-04-2022 07:00,710,207,126,1043,0.40,2.75,43.00,20.94,71.92,12.5,610
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SELASA,26-04-2022 07:00,519,413,236,1168,0.33,5.44,44.00,23.81,71.92,22,610
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,675,633,204,1512,0.37,3.51,51.50,28.44,71.90,14,610
SP. BUAH BATU,-6.947987,107.633434,Belok kiri,PAGI,RABU,20-04-2022 07:00,2415,726,93,3234,0.00,0.45,52.25,29.06,71.81,21,610
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,KAMIS,28-04-2022 12:00,1328,398,103,1829,0.01,1.26,38.75,19.69,71.79,12.5,610
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,460,547,40,1047,0.23,3.58,30.00,16.06,71.78,21,610
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,MINGGU,17-04-2022 16:00,571,433,41,1045,0.03,2.83,39.00,21.81,71.76,22,610
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kanan,SORE,SABTU,23-04-2022 16:00,1153,1296,116,2565,0.19,1.56,38.00,19.50,71.71,14,610
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,PAGI,RABU,27-04-2022 07:00,415,326,122,863,3.85,19.58,45.00,26.44,71.64,14,610
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,JUMAT,29-04-2022 07:00,963,622,154,1739,0.02,2.65,39.50,17.94,71.61,21,610
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,672,413,131,1216,0.26,5.90,53.75,34.25,71.57,14,610
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SORE,MINGGU,17-04-2022 16:00,234,468,30,732,0.79,8.87,47.50,25.50,71.55,14,610
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,701,625,116,1442,0.01,3.74,37.25,19.81,71.54,6,610
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,456,426,193,1075,0.12,7.67,38.75,21.94,71.48,12.5,610
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,KAMIS,07-04-2022 16:00,457,554,33,1044,0.05,6.89,35.75,12.75,71.48,21,610
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SIANG,SELASA,19-04-2022 12:00,447,362,200,1009,0.03,15.62,41.75,22.38,71.45,12.5,610
SP. BUAH BATU,-6.947987,107.633434,Belok kiri,PAGI,JUMAT,22-04-2022 07:00,2336,703,71,3110,0.06,0.73,49.75,32.56,71.44,21,610
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,JUMAT,08-04-2022 7:00,1332,735,106,2173,0.00,2.47,44.75,21.56,71.43,21,610
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KANAN,SORE,JUMAT,29-04-2022 16:00,653,759,259,1671,0.49,2.31,53.75,25.69,71.41,14,610
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SELASA,05-04-2022 7:00,211,147,4,362,7.29,12.77,50.00,20.25,71.39,21,610
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,457,444,202,1103,0.08,2.33,41.50,18.94,71.39,12.5,610
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SENIN,18-04-2022 16:00,607,335,87,1029,0.00,3.75,29.50,19.51,71.38,21,610
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,KAMIS,21-04-2022 16:00,1679,1888,318,3885,0.00,1.37,40.75,13.69,71.38,21,610
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,PAGI,SELASA,12-04-2022 7:00,2160,816,68,3044,0.07,1.97,49.75,25.25,71.35,21,610
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SELASA,05-04-2022 7:00,783,250,127,1160,0.02,6.03,42.50,17.12,71.32,12.5,610
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kanan,SORE,KAMIS,21-04-2022 16:00,889,663,206,1758,0.86,3.52,49.00,21.75,71.24,14,610
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,1202,2062,87,3351,0.00,1.80,36.25,14.94,71.24,21,610
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,SABTU,09-04-2022 16:00,492,530,141,1163,0.68,3.54,43.00,23.25,71.20,22,610
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,SORE,SABTU,23-04-2022 16:00,1701,1791,135,3627,0.00,0.86,40.00,16.25,71.19,14,610
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,SENIN,04-04-2022 7:00,478,825,17,1320,0.32,3.26,30.50,12.02,71.12,14,610
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,MINGGU,24-04-2022 07:00,1119,1501,123,2743,0.00,1.76,39.50,15.00,71.07,21,610
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,261,1021,817,2099,0.06,6.22,53.25,18.88,71.05,22,610
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,MINGGU,03-04-2022 16:00,247,522,107,876,0.39,5.47,44.75,26.69,71.01,12.5,610
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,295,267,132,694,0.04,5.13,56.75,22.75,71.00,7.2,610
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SENIN,25-04-2022 07:00,1757,663,115,2535,0.28,2.47,41.25,20.31,70.90,21,610
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,444,846,169,1459,0.01,3.71,49.25,20.25,70.89,21,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,RABU,06-04-2022 16:00,324,407,209,940,0.16,5.68,40.25,20.12,70.87,12.5,600
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,SELASA,12-04-2022 16:00,417,632,211,1260,1.74,9.31,43.25,17.88,70.85,22,600
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SENIN,04-04-2022 7:00,1148,837,92,2077,0.04,23.34,40.50,21.62,70.78,21,600
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,SENIN,18-04-2022 07:00,1582,341,98,2021,0.03,1.82,40.50,20.56,70.71,12.5,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SABTU,02-04-2022 16:00,596,263,100,959,0.00,5.91,40.00,20.44,70.69,12.5,600
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,536,617,235,1388,0.72,4.79,50.75,27.50,70.64,14,600
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,MINGGU,10-04-2022 12:00,475,482,86,1043,0.36,3.88,36.50,21.12,70.64,22,600
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SENIN,11-04-2022 16:00,275,319,13,607,0.12,6.34,49.75,23.31,70.63,21,600
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SORE,SABTU,23-04-2022 16:00,451,297,154,902,0.07,15.43,40.25,17.69,70.56,12.5,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SABTU,02-04-2022 12:00,276,350,203,829,0.04,12.77,42.75,32.62,70.55,12.5,600
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,PAGI,JUMAT,08-04-2022 7:00,2318,743,73,3134,0.04,1.34,52.50,27.75,70.54,21,600
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,567,475,145,1187,0.05,4.30,40.75,18.12,70.50,22,600
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,935,556,140,1631,0.02,1.69,50.00,30.19,70.47,14,600
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SABTU,16-04-2022 16:00,460,790,251,1501,0.10,3.52,49.75,17.56,70.47,9.5,600
SP. PASIR KALIKI,-6.900525,107.597353,Lurus,PAGI,KAMIS,21-04-2022 07:00,361,433,66,860,0.00,8.42,50.25,18.81,70.47,14,600
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SELASA,05-04-2022 12:00,1208,1549,599,3356,0.01,4.05,45.00,15.69,70.46,21,600
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,1142,1638,64,2844,0.00,2.27,36.25,13.50,70.42,21,600
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,PAGI,RABU,20-04-2022 07:00,386,110,14,510,0.44,11.32,48.75,26.00,70.39,7.2,600
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,KAMIS,28-04-2022 16:00,715,685,239,1639,0.27,3.27,41.25,24.25,70.38,22,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,JUMAT,01-04-2022 16:00,561,325,242,1128,0.06,16.25,40.00,18.44,70.32,12.5,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,533,264,271,1068,5.23,16.84,43.00,30.94,70.32,12.5,600
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,MINGGU,17-04-2022 12:00,396,560,50,1006,0.01,2.19,35.75,14.31,70.30,22,600
SP. M TOHA,-6.948332,107.609386,Belok kiri,SIANG,SABTU,23-04-2022 12:00,924,368,141,1433,0.01,1.63,39.75,19.06,70.29,12.5,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,RABU,27-04-2022 12:00,370,425,394,1189,0.63,2.74,40.00,21.31,70.29,12.5,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,579,304,316,1199,0.12,3.27,43.75,22.88,70.28,12.5,600
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SABTU,09-04-2022 16:00,477,837,64,1378,0.11,2.86,29.25,19.58,70.24,21,600
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kiri,SIANG,SELASA,19-04-2022 12:00,292,308,231,831,1.77,8.00,46.25,31.12,70.22,14,600
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,SABTU,23-04-2022 12:00,1254,1615,334,3203,0.01,2.69,43.75,12.62,70.22,21,600
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SORE,SELASA,26-04-2022 16:00,1412,1065,173,2650,0.08,2.60,38.75,22.81,70.12,14,600
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SELASA,05-04-2022 7:00,2775,1092,167,4034,0.00,1.85,49.75,30.75,70.12,21,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,KAMIS,14-04-2022 07:00,403,308,229,940,0.14,6.31,46.00,25.81,70.11,12.5,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,KAMIS,14-04-2022 12:00,441,340,232,1013,0.04,7.02,44.00,24.62,70.11,12.5,600
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,JUMAT,01-04-2022 12:00,180,702,44,926,0.06,2.35,29.00,13.86,70.11,14,600
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kanan,PAGI,SABTU,23-04-2022 07:00,506,257,139,902,0.39,2.80,51.00,31.62,70.09,14,600
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,KAMIS,14-04-2022 12:00,189,365,30,584,0.14,5.63,46.25,23.88,70.09,21,600
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,KAMIS,21-04-2022 07:00,737,234,111,1082,0.03,5.46,42.00,19.62,70.09,12.5,600
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,KAMIS,14-04-2022 16:00,388,668,384,1440,1.08,3.65,47.50,22.44,70.08,22,600
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,383,334,208,925,0.10,7.65,39.00,20.94,69.94,12.5,590
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SABTU,02-04-2022 16:00,566,520,207,1293,0.62,22.14,26.75,17.42,69.90,21,590
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SELASA,26-04-2022 07:00,253,122,37,412,0.49,3.15,50.50,19.19,69.89,21,590
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kanan,SORE,MINGGU,24-04-2022 12:00,591,537,75,1203,0.20,2.69,48.00,28.06,69.86,14,590
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kanan,SORE,SELASA,19-04-2022 16:00,1515,1018,144,2677,0.01,1.73,38.75,15.19,69.80,14,590
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,MINGGU,24-04-2022 12:00,951,912,53,1916,0.05,4.68,38.00,16.88,69.77,21,590
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KANAN,SORE,RABU,27-04-2022 16:00,808,656,205,1669,1.01,2.67,49.50,24.81,69.76,14,590
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SELASA,26-04-2022 12:00,509,399,238,1146,0.09,7.17,43.00,17.19,69.76,12.5,590
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,SORE,RABU,27-04-2022 16:00,1535,2120,171,3826,0.00,0.81,36.25,21.38,69.76,14,590
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,SABTU,23-04-2022 07:00,467,353,185,1005,0.22,2.81,30.50,15.27,69.76,21,590
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,1165,1744,137,3046,0.00,0.76,49.25,22.38,69.67,14,590
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,RABU,13-04-2022 16:00,412,381,96,889,0.24,4.75,37.00,14.00,69.59,21,590
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,SENIN,25-04-2022 12:00,1019,386,125,1530,0.00,2.84,39.00,15.75,69.57,12.5,590
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,271,585,78,934,0.61,8.28,26.50,11.83,69.57,14,590
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SIANG,SELASA,26-04-2022 12:00,250,527,89,866,0.31,5.38,55.75,23.75,69.55,14,590
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,JUMAT,28-04-2022 16:00,935,504,138,1577,0.08,2.86,39.75,23.00,69.55,6,590
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SENIN,25-04-2022 16:00,1181,375,99,1655,0.03,3.83,39.75,19.44,69.53,12.5,590
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,672,385,199,1256,1.00,19.34,42.00,24.88,69.53,22,590
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,SELASA,19-04-2022 16:00,436,347,5,788,0.07,2.62,47.25,19.25,69.52,21,590
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SORE,SELASA,19-04-2022 16:00,513,238,161,912,0.69,5.97,41.50,20.88,69.52,12.5,590
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SIANG,MINGGU,24-04-2022 07:00,607,310,49,966,0.13,4.53,44.25,21.50,69.42,12.5,590
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kanan,SIANG,MINGGU,24-04-2022 07:00,540,483,77,1100,0.32,3.21,50.00,32.25,69.37,14,590
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,SELASA,05-04-2022 12:00,199,394,91,684,0.35,4.96,45.00,22.06,69.37,21,590
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,KAMIS,28-04-2022 07:00,543,369,156,1068,2.10,4.49,40.75,21.31,69.37,22,590
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SABTU,09-04-2022 12:00,997,1928,358,3283,0.00,0.86,45.00,15.44,69.35,21,590
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,MINGGU,24-04-2022 12:00,113,314,10,437,1.53,20.46,47.00,22.75,69.31,21,590
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,526,336,155,1017,0.63,2.66,40.50,23.44,69.25,12.5,590
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,375,813,97,1285,0.03,9.24,45.00,19.81,69.18,21,590
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SORE,RABU,20-04-2022 16:00,496,349,149,994,0.37,5.23,42.25,25.62,69.18,12.5,590
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,PAGI,RABU,13-04-2022 07:00,2339,699,94,3132,0.00,0.39,53.75,30.56,69.13,21,590
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SABTU,16-04-2022 16:00,596,362,111,1069,0.01,2.64,40.50,15.50,69.09,12.5,590
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SORE,JUMAT,22-04-2022 16:00,369,472,178,1019,0.16,6.65,38.25,17.50,69.09,12.5,590
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SENIN,11-04-2022 16:00,1077,322,152,1551,0.25,5.11,41.25,18.25,69.08,12.5,590
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,PAGI,KAMIS,14-04-2022 07:00,339,279,53,671,0.47,12.62,47.00,30.94,69.07,14,590
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,JUMAT,08-04-2022 16:00,306,482,9,797,0.51,4.77,46.50,21.81,69.07,21,590
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,RABU,20-04-2022 16:00,589,438,116,1143,0.00,5.25,28.25,13.11,69.07,21,590
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SENIN,18-04-2022 16:00,257,696,202,1155,0.23,4.94,55.50,16.69,69.01,21,590
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,KAMIS,28-04-2022 07:00,714,984,178,1876,0.03,2.96,51.25,27.25,69.00,21,590
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,KAMIS,14-04-2022 12:00,304,764,96,1164,0.45,4.75,30.00,7.77,68.98,14,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SABTU,30-04-2022 12:00,352,815,161,1328,0.81,4.13,29.50,17.12,68.98,21,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,626,300,231,1157,0.04,2.63,41.50,25.81,68.97,12.5,580
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,1458,2460,286,4204,0.00,0.74,38.75,18.88,68.97,14,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,943,917,117,1977,0.00,1.71,34.25,15.06,68.96,12.5,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,261,701,115,1077,0.17,6.19,34.00,11.00,68.96,21,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,275,563,138,976,1.56,7.10,40.00,15.94,68.95,12.5,580
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,SELASA,19-04-2022 16:00,1621,1409,292,3322,0.00,2.03,40.50,13.38,68.94,21,580
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SIANG,SENIN,25-04-2022 12:00,303,582,119,1004,0.18,5.24,52.25,16.50,68.93,14,580
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SORE,JUMAT,01-04-2022 16:00,411,180,44,635,0.04,5.66,45.75,19.62,68.92,7.2,580
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,PAGI,SELASA,05-04-2022 7:00,2446,622,57,3125,0.01,0.76,48.75,28.62,68.87,21,580
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,PAGI,SENIN,25-04-2022 07:00,1062,1655,122,2839,0.00,1.89,49.00,17.31,68.85,14,580
SP. BUAH BATU,-6.947987,107.633434,Belok kiri,PAGI,SELASA,19-04-2022 07:00,2096,702,71,2869,0.00,1.52,51.50,30.56,68.82,21,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,1504,2077,511,4092,0.00,1.24,39.75,14.94,68.80,21,580
SP. PASIR KOJA,-6.930399,107.57604,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,461,604,346,1411,0.36,2.05,41.25,21.62,68.79,22,580
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,RABU,27-04-2022 16:00,943,784,242,1969,0.90,2.42,39.25,15.62,68.76,21,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,KAMIS,28-04-2022 07:00,449,340,171,960,0.01,4.17,40.50,23.19,68.76,12.5,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SENIN,11-04-2022 16:00,373,545,190,1108,0.38,5.24,41.25,18.94,68.71,12.5,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,888,707,79,1674,0.00,1.76,37.75,17.12,68.66,12.5,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,395,436,215,1046,0.12,3.85,31.00,22.73,68.64,21,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SELASA,26-04-2022 12:00,1659,1839,454,3952,0.17,1.05,43.75,18.19,68.64,21,580
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SIANG,RABU,06-04-2022 12:00,1060,1027,169,2256,0.01,1.46,39.75,25.62,68.60,14,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SENIN,04-04-2022 7:00,547,364,140,1051,0.54,4.03,28.00,22.94,68.59,21,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SENIN,25-04-2022 07:00,483,442,230,1155,0.05,3.01,30.00,13.95,68.56,21,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SABTU,02-04-2022 12:00,577,362,172,1111,0.12,3.22,42.50,20.81,68.46,12.5,580
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SIANG,RABU,20-04-2022 12:00,176,289,53,518,1.48,12.20,50.00,25.94,68.44,21,580
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,SELASA,19-04-2022 12:00,1609,1717,359,3685,0.01,0.81,41.50,16.19,68.44,21,580
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SENIN,11-04-2022 7:00,874,1076,273,2223,0.01,3.85,51.50,20.88,68.41,21,580
SP. CIBEREUM,-6.917224,107.574382,LURUS,SORE,SENIN,25-04-2022 16:00,2457,1037,304,3798,0.00,0.56,38.50,18.88,68.37,9.5,580
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,SABTU,23-04-2022 12:00,390,485,108,983,0.44,4.12,38.25,18.50,68.37,21,580
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SORE,SABTU,16-04-2022 16:00,123,710,60,893,0.86,9.45,76.25,39.25,68.33,14,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SELASA,26-04-2022 16:00,1622,1480,250,3352,0.01,2.37,43.75,9.19,68.29,21,580
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,205,385,62,652,2.98,6.09,45.25,18.00,68.28,21,580
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,277,460,82,819,1.74,10.33,36.00,24.19,68.28,12.5,580
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SENIN,11-04-2022 7:00,819,308,155,1282,0.28,8.54,30.75,16.72,68.23,21,580
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,495,499,125,1119,0.12,2.41,37.25,19.69,68.22,22,580
SP. PASIR KOJA,-6.930399,107.57604,Lurus kanan,PAGI,RABU,20-04-2022 07:00,643,286,130,1059,0.16,6.87,42.50,28.25,68.21,22,580
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,PAGI,SELASA,12-04-2022 7:00,391,324,163,878,4.06,5.34,47.75,26.31,68.20,14,580
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,RABU,20-04-2022 07:00,378,339,245,962,1.88,19.03,46.25,26.69,68.20,12.5,580
